timestamp,username,screen_name,user_id,tweet_id,text,likes,replies,retweets,tweet_url,parent_tweet_id
2019-04-06 23:59:54,𝐂𝐚𝐫𝐥𝐨𝐬 𝐒𝐢𝐪𝐮𝐞𝐢𝐫𝐚,akaCarioca,101642089,1114679153578655744,Hungry? Get $5 off your first order on #Uber Eats with my code: eats-1hy97. http://ubr.to/EatsGiveGet ,0,0,0,/akaCarioca/status/1114679153578655744,
2019-04-06 23:59:38,jay,shortie87a,4916839797,1114679087107325952,"Try food @delivery promo code delivery 
 
@uber @Restaurant @Ubereats
 Promo code @postmates @grubhub

New customers only USA only         
 
Get $7.00 off  on your order

Doordash code 
 when you sign up with this link: (link: http://drd.sh/EoVbao/ ) http://drd.sh/EoVbao/ pic.twitter.com/mjdmB0hk1D",0,1,0,/shortie87a/status/1114679087107325952,
2019-04-06 23:59:33,Sheri Carson,shecar1,94150552,1114679064814673921,"#McDeliverySweepstakes, @McDonalds @UberEats  Big Mac's Chicken nuggets and Chocolate shake and Apple pie",0,0,1,/shecar1/status/1114679064814673921,1110149237445218310
2019-04-06 23:58:52,"kaitlyn, almost festive",kayduhlin,1620431228,1114678895004016642,I just spent $18 on Uber eats for a fucking smoothie.,0,1,0,/kayduhlin/status/1114678895004016642,1114656705974030337
2019-04-06 23:58:11,america’s boyfriend: hunter davenport,HuntyisDead,1040409823152627712,1114678720093216770,"Hey @Uber 

Bring uber eats to laconia nh",0,0,0,/HuntyisDead/status/1114678720093216770,
2019-04-06 23:56:43,thriftymaven,thriftymaven,18367743,1114678353292922882,"I'd love to enjoy a  McFlurry! on my new couch from the #McDeliverySweepstakes, and have @UberEats deliver my favorite @McDonalds treat",0,0,0,/thriftymaven/status/1114678353292922882,
2019-04-06 23:56:32,lincolnboyzSosa🤟🏽,CartelSosa22,1113937178340601856,1114678304005611520,Waitin on this Uber eats to pull up!!!,0,0,0,/CartelSosa22/status/1114678304005611520,
2019-04-06 23:56:12,Kent,DomeTaps,1094701927521308672,1114678223516860417,"@dkhos Hey Dara! Just wanted to inform you of the impending lawsuit against your company for refusing to investigate and refund fraudulent charges not only on Uber but Uber Eats. You let people get away with it because YOU get paid, right? Get ready for a large payout prick.",0,1,0,/DomeTaps/status/1114678223516860417,
2019-04-06 23:56:05,Arleka,Arleka04,114885097,1114678193544470528,Uber eats :3,1,1,0,/Arleka04/status/1114678193544470528,1114645877581393921
2019-04-06 23:54:56,Gay-Z,whyiskevinhere,17329849,1114677901419376640,@UberEats is that annoying friend that sends multiple messages until you finally have to block them. pic.twitter.com/jXiLYOO5uq,0,0,0,/whyiskevinhere/status/1114677901419376640,
2019-04-06 23:54:27,Reasons I'm Broke 🎙️ Podcast,ReasonsImBroke,816375164,1114677782695510018,"Maybe @Uber_Support can come through for @JacqueColeman.
#JusticeForJacque #UberNoEats #NoBBQ",3,0,0,/ReasonsImBroke/status/1114677782695510018,1114653785589198848
2019-04-06 23:54:04,👑🖤LI Princess 🖤👑,racheyannee,926874512,1114677683986882560,Uber eats is my depressions best friend,1,0,0,/racheyannee/status/1114677683986882560,
2019-04-06 23:53:40,Klondike,chanceuse19,71658046,1114677585894494208,"I will love a big mac and some fries  #McDeliverySweepstakes, @McDonalds and @UberEats",0,0,0,/chanceuse19/status/1114677585894494208,
2019-04-06 23:53:15,Anmol Bisht,coldkaizer,859058128532500480,1114677479791308800, next year...even uber is ignoring u...,0,1,0,/coldkaizer/status/1114677479791308800,1114272327661948928
2019-04-06 23:52:35,outdoorvoice 👩‍💻,outdoorvoice1,818192911678349312,1114677312237084673,"Hey @UberEats, my bracket is #stillsurviving, still feeling pretty confident. **Knocks on wood** How’s everyone else doing? Game on, #LetsEats.",0,0,0,/outdoorvoice1/status/1114677312237084673,
2019-04-06 23:52:30,Laure 🧼 🤲🧼,martiallawre,61053610,1114677291437776897,"Montrealers who love korean food.
Chez Bong is now on Uber Eats.
Treat yourself.

https://goo.gl/maps/T9PkG84ZLfF2 …",11,2,0,/martiallawre/status/1114677291437776897,
2019-04-06 23:52:29,L.,1tebach,2712018688,1114677287897767937,finished my ubereats bipping for the day,0,0,0,/1tebach/status/1114677287897767937,
2019-04-06 23:51:20,Aditya Vempaty,avemii,14361277,1114676996582313984,Thank god you don’t do this. Finding a number for @UberEats is next to impossible.. pic.twitter.com/M6gHYHvymZ,1,0,0,/avemii/status/1114676996582313984,1114607382959611905
2019-04-06 23:59:54,𝐂𝐚𝐫𝐥𝐨𝐬 𝐒𝐢𝐪𝐮𝐞𝐢𝐫𝐚,akaCarioca,101642089,1114679153578655744,Hungry? Get $5 off your first order on #Uber Eats with my code: eats-1hy97. http://ubr.to/EatsGiveGet ,0,0,0,/akaCarioca/status/1114679153578655744,
2019-04-06 23:59:38,jay,shortie87a,4916839797,1114679087107325952,"Try food @delivery promo code delivery 
 
@uber @Restaurant @Ubereats
 Promo code @postmates @grubhub

New customers only USA only         
 
Get $7.00 off  on your order

Doordash code 
 when you sign up with this link: (link: http://drd.sh/EoVbao/ ) http://drd.sh/EoVbao/ pic.twitter.com/mjdmB0hk1D",0,1,0,/shortie87a/status/1114679087107325952,
