timestamp,username,screen_name,user_id,tweet_id,text,likes,replies,retweets,tweet_url,parent_tweet_id
2019-04-06 23:59:38,jay,shortie87a,4916839797,1114679087107325952,"Try food @delivery promo code delivery 
 
@uber @Restaurant @Ubereats
 Promo code @postmates @grubhub

New customers only USA only         
 
Get $7.00 off  on your order

Doordash code 
 when you sign up with this link: (link: http://drd.sh/EoVbao/ ) http://drd.sh/EoVbao/ pic.twitter.com/mjdmB0hk1D",0,1,0,/shortie87a/status/1114679087107325952,
2019-04-06 23:57:04,Kristen,sorryontherocks,37797804,1114678440509231107,When your @Postmates order is marked as delivered two different times and yet you still have no food. All you can do is laugh ,1,1,1,/sorryontherocks/status/1114678440509231107,
2019-04-06 23:56:54,Sweet daddy Jay,muddyretro,1027200132054429696,1114678396896862214,Lucky for us we got the waiter app that can deliver food from every restaurant,0,0,0,/muddyretro/status/1114678396896862214,1114341315276238848
2019-04-06 23:55:06,Vietnamie,Vietnamie_US,1557062114,1114677946600570881,@Postmates_Help do you guys have a promo I can use for my next order? I’m not a first time,0,0,0,/Vietnamie_US/status/1114677946600570881,
2019-04-06 23:55:02,carli,carlisalazzar,2644540984,1114677928237752320,@Postmates is literally the worst food delivery service ever,0,1,0,/carlisalazzar/status/1114677928237752320,
2019-04-06 23:51:22,pussayyy tea 🍵,lorrenney,2886463864,1114677006376083456,My postmates driver told me to enjoy my food........And I said thanks you too. Someone punch me in the face please pic.twitter.com/2rlgnhuxPF,2,0,0,/lorrenney/status/1114677006376083456,
2019-04-06 23:50:24,Cancel Rent Now,TheBillyProcida,175505385,1114676760745000960,I am terrified to read how we got from A to Z.pic.twitter.com/2QL4xvQtfL,0,0,0,/TheBillyProcida/status/1114676760745000960,1114341315276238848
2019-04-06 23:47:13,Lauren,Lauren_bbfan32,881223585997705216,1114675963101577217,"Use link for $10 off : http://drd.sh/rMn3nD/ 
Use code: Storetodoor or pickup5off if you wanna pick it up  
$15 worth of food for almost free 
#doordash #doordashpromo #postmates #grubhub #ubereats #free #marchmadness   #lunch #dinner #final4 #auburn #msu #virginia #TexasTechpic.twitter.com/8J6cBakwqF",0,1,0,/Lauren_bbfan32/status/1114675963101577217,
2019-04-06 23:46:15,Allen Dusk,Allen_Dusk,14932391,1114675717545926657,Anybody like @Postmates ? https://postmat.es/LjOAPRK7FV ,0,0,0,/Allen_Dusk/status/1114675717545926657,
2019-04-06 23:40:53,Maya,mayargodoy,786250296011870208,1114674369400397825,fuck you for not picking up my food and delivering it @Postmates,0,0,0,/mayargodoy/status/1114674369400397825,
2019-04-06 23:36:52,Advanced 😷,AdvancedOnYT,1097583089511993349,1114673354890457088,someone buy me some @Postmates,0,0,0,/AdvancedOnYT/status/1114673354890457088,
2019-04-06 23:36:44,Shablagoosh,shablagoosh,486806470,1114673321633828864,Nah as someone who used to do delivery for them and postmates you get paid per order you do. Last year when I did it it was 4.15 per delivery and then 10 cents per mile with unrealistic time crunches.,0,0,0,/shablagoosh/status/1114673321633828864,1114655455186423812
2019-04-06 23:36:18,levaine asher | VOTE BERNIE,levaineasher,2416852706,1114673215153016833,gofundme some postmates,4,1,0,/levaineasher/status/1114673215153016833,1114672383670067200
2019-04-06 23:34:52,Gel,Angeleeeeeeka,2395637412,1114672851464990721,My postmates driver said enjoy your food and I said thanks you too and I hate myself for it omg,2,0,0,/Angeleeeeeeka/status/1114672851464990721,
2019-04-06 23:30:05,Tender Grill Brazilian Foodtruck Catering,tender_grill,3284049696,1114671649977188352,"NOW OPEN DINNER! til 11PM in CULVER CITY at @dreamworldcomi1 12402 Washington Pl
Enjoy an authentic and fresh Brazilian meal tables & chairs set up or order via @UberEats @Postmates! 
 pic.twitter.com/mmsP3FhGYD",0,0,0,/tender_grill/status/1114671649977188352,
2019-04-06 23:30:01,Tay🔮,TayNicoleHutton,579220698,1114671632671338496,"Wow longview finally has Postmates:,)",7,1,0,/TayNicoleHutton/status/1114671632671338496,
2019-04-06 23:26:40,Jose Cedeño,playcedeno,837869641456312321,1114670789016657921,Feeling lazy? Just grab your phone and order Gordito's Pokebowls or Gordito's Chicken #ubereats #postmates #doordash #miamishoresvillage #elportalmiami #miamishores… https://www.instagram.com/gorditosfood/p/Bv7rcsvleDR/?utm_source=ig_twitter_share&igshid=19zwcgth1nk0u …,0,0,0,/playcedeno/status/1114670789016657921,
2019-04-06 23:25:11,hailey rose,citruschild,3158403060,1114670415371067393,where can i order postmates from that’ll give me a mac and cheese burger but also mango sticky rice,13,0,0,/citruschild/status/1114670415371067393,
2019-04-06 23:59:38,jay,shortie87a,4916839797,1114679087107325952,"Try food @delivery promo code delivery 
 
@uber @Restaurant @Ubereats
 Promo code @postmates @grubhub

New customers only USA only         
 
Get $7.00 off  on your order

Doordash code 
 when you sign up with this link: (link: http://drd.sh/EoVbao/ ) http://drd.sh/EoVbao/ pic.twitter.com/mjdmB0hk1D",0,1,0,/shortie87a/status/1114679087107325952,
2019-04-06 23:57:04,Kristen,sorryontherocks,37797804,1114678440509231107,When your @Postmates order is marked as delivered two different times and yet you still have no food. All you can do is laugh ,1,1,1,/sorryontherocks/status/1114678440509231107,
2019-04-06 23:56:54,Sweet daddy Jay,muddyretro,1027200132054429696,1114678396896862214,Lucky for us we got the waiter app that can deliver food from every restaurant,0,0,0,/muddyretro/status/1114678396896862214,1114341315276238848
2019-04-06 23:55:06,Vietnamie,Vietnamie_US,1557062114,1114677946600570881,@Postmates_Help do you guys have a promo I can use for my next order? I’m not a first time,0,0,0,/Vietnamie_US/status/1114677946600570881,
2019-04-06 23:55:02,carli,carlisalazzar,2644540984,1114677928237752320,@Postmates is literally the worst food delivery service ever,0,1,0,/carlisalazzar/status/1114677928237752320,
2019-04-06 23:51:22,pussayyy tea 🍵,lorrenney,2886463864,1114677006376083456,My postmates driver told me to enjoy my food........And I said thanks you too. Someone punch me in the face please pic.twitter.com/2rlgnhuxPF,2,0,0,/lorrenney/status/1114677006376083456,
2019-04-06 23:50:24,Cancel Rent Now,TheBillyProcida,175505385,1114676760745000960,I am terrified to read how we got from A to Z.pic.twitter.com/2QL4xvQtfL,0,0,0,/TheBillyProcida/status/1114676760745000960,1114341315276238848
2019-04-06 23:47:13,Lauren,Lauren_bbfan32,881223585997705216,1114675963101577217,"Use link for $10 off : http://drd.sh/rMn3nD/ 
Use code: Storetodoor or pickup5off if you wanna pick it up  
$15 worth of food for almost free 
#doordash #doordashpromo #postmates #grubhub #ubereats #free #marchmadness   #lunch #dinner #final4 #auburn #msu #virginia #TexasTechpic.twitter.com/8J6cBakwqF",0,1,0,/Lauren_bbfan32/status/1114675963101577217,
2019-04-06 23:46:15,Allen Dusk,Allen_Dusk,14932391,1114675717545926657,Anybody like @Postmates ? https://postmat.es/LjOAPRK7FV ,0,0,0,/Allen_Dusk/status/1114675717545926657,
2019-04-06 23:40:53,Maya,mayargodoy,786250296011870208,1114674369400397825,fuck you for not picking up my food and delivering it @Postmates,0,0,0,/mayargodoy/status/1114674369400397825,
2019-04-06 23:36:52,Advanced 😷,AdvancedOnYT,1097583089511993349,1114673354890457088,someone buy me some @Postmates,0,0,0,/AdvancedOnYT/status/1114673354890457088,
2019-04-06 23:36:44,Shablagoosh,shablagoosh,486806470,1114673321633828864,Nah as someone who used to do delivery for them and postmates you get paid per order you do. Last year when I did it it was 4.15 per delivery and then 10 cents per mile with unrealistic time crunches.,0,0,0,/shablagoosh/status/1114673321633828864,1114655455186423812
2019-04-06 23:36:18,levaine asher | VOTE BERNIE,levaineasher,2416852706,1114673215153016833,gofundme some postmates,4,1,0,/levaineasher/status/1114673215153016833,1114672383670067200
2019-04-06 23:34:52,Gel,Angeleeeeeeka,2395637412,1114672851464990721,My postmates driver said enjoy your food and I said thanks you too and I hate myself for it omg,2,0,0,/Angeleeeeeeka/status/1114672851464990721,
2019-04-06 23:30:05,Tender Grill Brazilian Foodtruck Catering,tender_grill,3284049696,1114671649977188352,"NOW OPEN DINNER! til 11PM in CULVER CITY at @dreamworldcomi1 12402 Washington Pl
Enjoy an authentic and fresh Brazilian meal tables & chairs set up or order via @UberEats @Postmates! 
 pic.twitter.com/mmsP3FhGYD",0,0,0,/tender_grill/status/1114671649977188352,
2019-04-06 23:30:01,Tay🔮,TayNicoleHutton,579220698,1114671632671338496,"Wow longview finally has Postmates:,)",7,1,0,/TayNicoleHutton/status/1114671632671338496,
2019-04-06 23:26:40,Jose Cedeño,playcedeno,837869641456312321,1114670789016657921,Feeling lazy? Just grab your phone and order Gordito's Pokebowls or Gordito's Chicken #ubereats #postmates #doordash #miamishoresvillage #elportalmiami #miamishores… https://www.instagram.com/gorditosfood/p/Bv7rcsvleDR/?utm_source=ig_twitter_share&igshid=19zwcgth1nk0u …,0,0,0,/playcedeno/status/1114670789016657921,
2019-04-06 23:25:11,hailey rose,citruschild,3158403060,1114670415371067393,where can i order postmates from that’ll give me a mac and cheese burger but also mango sticky rice,13,0,0,/citruschild/status/1114670415371067393,
2019-04-06 23:23:43,Ronnae Dominique 🤖,Wicked_1,18205109,1114670049388711936,Tap this link https://postmat.es/v5AaCUm6FV  to sign up for Postmates and unlock delivery and pickup from the best stores and restaurants near you!,0,0,0,/Wicked_1/status/1114670049388711936,
2019-04-06 23:23:06,♡☆‧₊˚ cherry ˚₊‧☆♡,cherrydiik,2217553374,1114669893289299968,how tf do u use this postmates shit,1,0,0,/cherrydiik/status/1114669893289299968,
2019-04-06 23:23:01,maya,mayuhhhhhhhh,1076148830888808448,1114669872649080832,wishing i could postmates water from the fridge to my bed,1,0,0,/mayuhhhhhhhh/status/1114669872649080832,
2019-04-06 23:22:29,Bambi Belle🌟 @🏚,bambibellex,2943557533,1114669737647038464,"You would be my biggest fan if you got me postmates giftcards 

I can pack and you can bring me pancakes!",1,0,0,/bambibellex/status/1114669737647038464,
2019-04-06 23:22:12,TenThousandCrabs,Adriahmus,714176890248933377,1114669664196419584,This looks like that burger that dide was eating at the beginning of RE2,0,0,0,/Adriahmus/status/1114669664196419584,1110677323278249984
2019-04-06 23:20:02,♡ 𝕃iz ♡,RxdicalMMXII,1322942436,1114669120606228480,I was gonna Postmates something but then I realized I don’t actually know the address to my apartment so then I changed my mind,1,1,0,/RxdicalMMXII/status/1114669120606228480,
